item_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_percent,discount_amount,final_price,total_amount,revenue,order_date,order_status
ITEM001037,ORD00583,CUST0279,P044,Pepperfry Wall Clock,Furniture,1,599,0,0.0,599.0,599.0,599.0,2025-04-14,Delivered
ITEM001038,ORD00583,CUST0279,P011,W Women Kurta Set,Clothing,1,1599,0,0.0,1599.0,1599.0,1599.0,2025-04-14,Delivered
ITEM001039,ORD00583,CUST0279,P008,Redmi Smart TV 32,Electronics,1,15999,0,0.0,15999.0,15999.0,15999.0,2025-04-14,Delivered
ITEM001040,ORD00584,CUST0165,P004,Zebronics Zeb-County,Electronics,1,799,10,79.9,719.1,719.1,719.1,2023-08-28,Delivered
ITEM001041,ORD00584,CUST0165,P034,Aashirvaad Atta 5kg,Grocery,1,249,10,24.9,224.1,224.1,224.1,2023-08-28,Delivered
ITEM001042,ORD00584,CUST0165,P044,Pepperfry Wall Clock,Furniture,1,599,10,59.9,539.1,539.1,539.1,2023-08-28,Delivered
ITEM001043,ORD00584,CUST0165,P030,Dove Body Lotion 400ml,Beauty,1,299,10,29.9,269.1,269.1,269.1,2023-08-28,Delivered
ITEM001044,ORD00585,CUST0844,P039,Sparx Men Sports Shoes,Footwear,1,999,10,99.9,899.1,899.1,899.1,2024-10-20,Delivered
ITEM001045,ORD00585,CUST0844,P010,Levis Men Jeans 511,Clothing,1,2499,10,249.9,2249.1,2249.1,2249.1,2024-10-20,Delivered
ITEM001046,ORD00586,CUST0167,P048,Patanjali Ashwagandha,Health,1,199,0,0.0,199.0,199.0,0.0,2024-10-01,Returned
ITEM001047,ORD00586,CUST0167,P043,Nilkamal Plastic Chair,Furniture,2,899,0,0.0,899.0,1798.0,0.0,2024-10-01,Returned
ITEM001048,ORD00586,CUST0167,P026,Nivia Football Size 5,Sports,1,899,0,0.0,899.0,899.0,0.0,2024-10-01,Returned
ITEM001049,ORD00587,CUST0068,P042,Fisher Price Baby Gym,Toys,1,1799,0,0.0,1799.0,1799.0,1799.0,2024-05-19,Delivered
ITEM001050,ORD00587,CUST0068,P019,Bajaj Room Heater,Home & Kitchen,1,1599,0,0.0,1599.0,1599.0,1599.0,2024-05-19,Delivered
ITEM001051,ORD00588,CUST0288,P042,Fisher Price Baby Gym,Toys,1,1799,5,89.95,1709.05,1709.05,1709.05,2025-05-15,Cancelled
ITEM001052,ORD00589,CUST0218,P035,Amul Butter 500g,Grocery,1,275,0,0.0,275.0,275.0,0.0,2025-10-06,Returned
ITEM001053,ORD00589,CUST0218,P034,Aashirvaad Atta 5kg,Grocery,1,249,0,0.0,249.0,249.0,0.0,2025-10-06,Returned
ITEM001054,ORD00590,CUST0971,P015,Prestige Pressure Cooker 5L,Home & Kitchen,1,1899,5,94.95,1804.05,1804.05,1804.05,2025-08-06,Delivered
ITEM001055,ORD00591,CUST0845,P012,Biba Anarkali Suit,Clothing,2,2199,15,329.85,1869.15,3738.3,3738.3,2025-04-09,Delivered
ITEM001056,ORD00591,CUST0845,P010,Levis Men Jeans 511,Clothing,1,2499,15,374.85,2124.15,2124.15,2124.15,2025-04-09,Delivered
ITEM001057,ORD00591,CUST0845,P039,Sparx Men Sports Shoes,Footwear,1,999,15,149.85,849.15,849.15,849.15,2025-04-09,Delivered
ITEM001058,ORD00592,CUST0318,P044,Pepperfry Wall Clock,Furniture,1,599,10,59.9,539.1,539.1,539.1,2025-10-16,Delivered
ITEM001059,ORD00593,CUST0519,P017,Milton Thermosteel Flask,Home & Kitchen,1,699,0,0.0,699.0,699.0,699.0,2023-02-25,Delivered
ITEM001060,ORD00593,CUST0519,P003,boAt Rockerz 450,Electronics,1,1499,0,0.0,1499.0,1499.0,1499.0,2023-02-25,Delivered
ITEM001061,ORD00594,CUST0315,P016,Philips HL7756 Mixer,Home & Kitchen,3,2799,5,139.95,2659.05,7977.15,7977.15,2023-01-21,Delivered
ITEM001062,ORD00594,CUST0315,P036,Maggi Noodles 12 Pack,Grocery,2,192,5,9.6,182.4,364.8,364.8,2023-01-21,Delivered
ITEM001063,ORD00594,CUST0315,P044,Pepperfry Wall Clock,Furniture,1,599,5,29.95,569.05,569.05,569.05,2023-01-21,Delivered
ITEM001064,ORD00595,CUST0637,P019,Bajaj Room Heater,Home & Kitchen,1,1599,10,159.9,1439.1,1439.1,1439.1,2023-07-02,Cancelled
ITEM001065,ORD00595,CUST0637,P016,Philips HL7756 Mixer,Home & Kitchen,1,2799,10,279.9,2519.1,2519.1,2519.1,2023-07-02,Cancelled
ITEM001066,ORD00595,CUST0637,P042,Fisher Price Baby Gym,Toys,2,1799,10,179.9,1619.1,3238.2,3238.2,2023-07-02,Cancelled
ITEM001067,ORD00596,CUST0114,P018,Cello Plastic Storage Set,Home & Kitchen,1,499,0,0.0,499.0,499.0,499.0,2024-10-15,Delivered
ITEM001068,ORD00597,CUST0693,P031,Himalaya Face Wash,Beauty,2,179,0,0.0,179.0,358.0,358.0,2024-07-09,Delivered
ITEM001069,ORD00598,CUST0062,P037,Bru Gold Coffee 200g,Grocery,3,299,0,0.0,299.0,897.0,897.0,2024-05-13,Cancelled
ITEM001070,ORD00598,CUST0062,P012,Biba Anarkali Suit,Clothing,2,2199,0,0.0,2199.0,4398.0,4398.0,2024-05-13,Cancelled
ITEM001071,ORD00598,CUST0062,P048,Patanjali Ashwagandha,Health,1,199,0,0.0,199.0,199.0,199.0,2024-05-13,Cancelled
ITEM001072,ORD00599,CUST0220,P039,Sparx Men Sports Shoes,Footwear,2,999,0,0.0,999.0,1998.0,1998.0,2024-03-07,Delivered
ITEM001073,ORD00600,CUST0331,P023,Classmate Notebook Pack,Books,1,199,5,9.95,189.05,189.05,189.05,2025-10-26,Cancelled
ITEM001074,ORD00601,CUST0264,P024,Camlin Color Kit,Books,1,349,10,34.9,314.1,314.1,314.1,2024-07-02,Cancelled
ITEM001075,ORD00601,CUST0264,P042,Fisher Price Baby Gym,Toys,2,1799,10,179.9,1619.1,3238.2,3238.2,2024-07-02,Cancelled
ITEM001076,ORD00602,CUST0519,P016,Philips HL7756 Mixer,Home & Kitchen,1,2799,0,0.0,2799.0,2799.0,2799.0,2024-12-08,Delivered
ITEM001077,ORD00603,CUST0992,P001,Samsung Galaxy M34,Electronics,2,18999,0,0.0,18999.0,37998.0,0.0,2023-06-22,Returned
ITEM001078,ORD00604,CUST0315,P030,Dove Body Lotion 400ml,Beauty,3,299,0,0.0,299.0,897.0,897.0,2023-11-06,Delivered
ITEM001079,ORD00605,CUST0258,P004,Zebronics Zeb-County,Electronics,1,799,15,119.85,679.15,679.15,679.15,2023-09-07,Delivered
ITEM001080,ORD00605,CUST0258,P047,Dabur Chyawanprash 1kg,Health,1,349,15,52.35,296.65,296.65,296.65,2023-09-07,Delivered
ITEM001081,ORD00606,CUST0057,P041,Funskool Lego Set,Toys,2,999,5,49.95,949.05,1898.1,1898.1,2024-02-01,Delivered
ITEM001082,ORD00607,CUST0513,P050,Dettol Hand Sanitizer 500ml,Health,3,199,5,9.95,189.05,567.15,567.15,2025-04-09,Delivered
ITEM001083,ORD00607,CUST0513,P024,Camlin Color Kit,Books,2,349,5,17.45,331.55,663.1,663.1,2025-04-09,Delivered
ITEM001084,ORD00608,CUST0730,P013,Jockey Men T-Shirt,Clothing,1,599,5,29.95,569.05,569.05,569.05,2025-07-16,Cancelled
ITEM001085,ORD00609,CUST0717,P049,Omron BP Monitor,Health,1,1999,0,0.0,1999.0,1999.0,1999.0,2024-09-04,Delivered
ITEM001086,ORD00610,CUST0835,P027,Boldfit Yoga Mat,Sports,1,799,0,0.0,799.0,799.0,799.0,2025-12-05,Cancelled
ITEM001087,ORD00611,CUST0583,P006,Lenovo IdeaPad Slim,Electronics,1,38999,0,0.0,38999.0,38999.0,38999.0,2025-12-03,Processing
ITEM001088,ORD00612,CUST0239,P040,Catwalk Women Heels,Footwear,1,1499,5,74.95,1424.05,1424.05,1424.05,2025-08-17,Delivered
ITEM001089,ORD00613,CUST0998,P014,HRX Sports Tracksuit,Clothing,2,1799,0,0.0,1799.0,3598.0,3598.0,2023-11-08,Delivered
ITEM001090,ORD00613,CUST0998,P021,Data Science Handbook,Books,1,899,0,0.0,899.0,899.0,899.0,2023-11-08,Delivered
ITEM001091,ORD00613,CUST0998,P012,Biba Anarkali Suit,Clothing,3,2199,0,0.0,2199.0,6597.0,6597.0,2023-11-08,Delivered
ITEM001092,ORD00613,CUST0998,P001,Samsung Galaxy M34,Electronics,2,18999,0,0.0,18999.0,37998.0,37998.0,2023-11-08,Delivered
ITEM001093,ORD00614,CUST0771,P044,Pepperfry Wall Clock,Furniture,1,599,0,0.0,599.0,599.0,599.0,2024-03-07,Delivered
ITEM001094,ORD00615,CUST0605,P025,Cosco Cricket Kit,Sports,2,2999,10,299.9,2699.1,5398.2,5398.2,2025-10-15,Delivered
ITEM001095,ORD00616,CUST0179,P025,Cosco Cricket Kit,Sports,1,2999,20,599.8,2399.2,2399.2,2399.2,2023-11-26,Delivered
ITEM001096,ORD00617,CUST0467,P015,Prestige Pressure Cooker 5L,Home & Kitchen,1,1899,5,94.95,1804.05,1804.05,1804.05,2024-11-08,Processing
ITEM001097,ORD00617,CUST0467,P008,Redmi Smart TV 32,Electronics,1,15999,5,799.95,15199.05,15199.05,15199.05,2024-11-08,Processing
ITEM001098,ORD00617,CUST0467,P025,Cosco Cricket Kit,Sports,1,2999,5,149.95,2849.05,2849.05,2849.05,2024-11-08,Processing
ITEM001099,ORD00618,CUST0523,P007,Fire-Boltt Ninja Watch,Electronics,1,1999,5,99.95,1899.05,1899.05,1899.05,2025-05-24,Delivered
ITEM001100,ORD00619,CUST0621,P045,Bosch Car Wiper Blade,Automotive,1,499,0,0.0,499.0,499.0,499.0,2023-08-28,Delivered
ITEM001101,ORD00620,CUST0776,P038,Bata Men Formal Shoes,Footwear,1,1999,15,299.85,1699.15,1699.15,0.0,2023-03-03,Returned
ITEM001102,ORD00620,CUST0776,P019,Bajaj Room Heater,Home & Kitchen,3,1599,15,239.85,1359.15,4077.45,0.0,2023-03-03,Returned
ITEM001103,ORD00621,CUST0631,P022,Python Crash Course,Books,2,699,15,104.85,594.15,1188.3,1188.3,2023-04-24,Cancelled
ITEM001104,ORD00622,CUST0690,P041,Funskool Lego Set,Toys,1,999,15,149.85,849.15,849.15,849.15,2023-04-10,Delivered
ITEM001105,ORD00622,CUST0690,P037,Bru Gold Coffee 200g,Grocery,1,299,15,44.85,254.15,254.15,254.15,2023-04-10,Delivered
ITEM001106,ORD00623,CUST0395,P046,Turtle Wax Car Polish,Automotive,1,399,0,0.0,399.0,399.0,399.0,2023-11-12,Delivered
ITEM001107,ORD00623,CUST0395,P001,Samsung Galaxy M34,Electronics,2,18999,0,0.0,18999.0,37998.0,37998.0,2023-11-12,Delivered
ITEM001108,ORD00624,CUST0717,P027,Boldfit Yoga Mat,Sports,2,799,0,0.0,799.0,1598.0,1598.0,2024-09-05,Delivered
ITEM001109,ORD00624,CUST0717,P050,Dettol Hand Sanitizer 500ml,Health,1,199,0,0.0,199.0,199.0,199.0,2024-09-05,Delivered
ITEM001110,ORD00624,CUST0717,P029,Lakme 9to5 Foundation,Beauty,1,549,0,0.0,549.0,549.0,549.0,2024-09-05,Delivered
ITEM001111,ORD00625,CUST0304,P015,Prestige Pressure Cooker 5L,Home & Kitchen,1,1899,0,0.0,1899.0,1899.0,1899.0,2025-11-20,Cancelled
ITEM001112,ORD00625,CUST0304,P024,Camlin Color Kit,Books,1,349,0,0.0,349.0,349.0,349.0,2025-11-20,Cancelled
ITEM001113,ORD00625,CUST0304,P039,Sparx Men Sports Shoes,Footwear,1,999,0,0.0,999.0,999.0,999.0,2025-11-20,Cancelled
ITEM001114,ORD00626,CUST0335,P017,Milton Thermosteel Flask,Home & Kitchen,1,699,5,34.95,664.05,664.05,664.05,2024-08-13,Delivered
ITEM001115,ORD00627,CUST0352,P002,Realme Narzo 60,Electronics,2,12999,0,0.0,12999.0,25998.0,25998.0,2023-08-07,Delivered
ITEM001116,ORD00627,CUST0352,P010,Levis Men Jeans 511,Clothing,2,2499,0,0.0,2499.0,4998.0,4998.0,2023-08-07,Delivered
ITEM001117,ORD00628,CUST0751,P049,Omron BP Monitor,Health,1,1999,15,299.85,1699.15,1699.15,1699.15,2025-08-13,Delivered
ITEM001118,ORD00628,CUST0751,P025,Cosco Cricket Kit,Sports,1,2999,15,449.85,2549.15,2549.15,2549.15,2025-08-13,Delivered
ITEM001119,ORD00628,CUST0751,P031,Himalaya Face Wash,Beauty,2,179,15,26.85,152.15,304.3,304.3,2025-08-13,Delivered
ITEM001120,ORD00628,CUST0751,P007,Fire-Boltt Ninja Watch,Electronics,1,1999,15,299.85,1699.15,1699.15,1699.15,2025-08-13,Delivered
ITEM001121,ORD00629,CUST0837,P011,W Women Kurta Set,Clothing,3,1599,0,0.0,1599.0,4797.0,4797.0,2024-09-02,Delivered
ITEM001122,ORD00630,CUST0913,P029,Lakme 9to5 Foundation,Beauty,1,549,0,0.0,549.0,549.0,549.0,2024-07-25,Cancelled
ITEM001123,ORD00631,CUST0665,P043,Nilkamal Plastic Chair,Furniture,1,899,5,44.95,854.05,854.05,854.05,2023-06-13,Delivered
ITEM001124,ORD00632,CUST0046,P031,Himalaya Face Wash,Beauty,1,179,20,35.8,143.2,143.2,143.2,2024-11-22,Delivered
ITEM001125,ORD00633,CUST0166,P010,Levis Men Jeans 511,Clothing,1,2499,20,499.8,1999.2,1999.2,1999.2,2025-08-09,Shipped
ITEM001126,ORD00634,CUST0199,P044,Pepperfry Wall Clock,Furniture,1,599,10,59.9,539.1,539.1,539.1,2025-01-21,Delivered
ITEM001127,ORD00635,CUST0242,P032,Park Avenue Deo Combo,Beauty,2,399,0,0.0,399.0,798.0,798.0,2024-12-07,Delivered
ITEM001128,ORD00635,CUST0242,P045,Bosch Car Wiper Blade,Automotive,2,499,0,0.0,499.0,998.0,998.0,2024-12-07,Delivered
ITEM001129,ORD00636,CUST0077,P008,Redmi Smart TV 32,Electronics,1,15999,0,0.0,15999.0,15999.0,15999.0,2024-08-13,Delivered
ITEM001130,ORD00637,CUST0716,P034,Aashirvaad Atta 5kg,Grocery,1,249,20,49.8,199.2,199.2,199.2,2023-10-21,Delivered
ITEM001131,ORD00638,CUST0070,P034,Aashirvaad Atta 5kg,Grocery,1,249,0,0.0,249.0,249.0,249.0,2025-11-13,Shipped
ITEM001132,ORD00638,CUST0070,P039,Sparx Men Sports Shoes,Footwear,2,999,0,0.0,999.0,1998.0,1998.0,2025-11-13,Shipped
ITEM001133,ORD00638,CUST0070,P046,Turtle Wax Car Polish,Automotive,1,399,0,0.0,399.0,399.0,399.0,2025-11-13,Shipped
ITEM001134,ORD00639,CUST0236,P031,Himalaya Face Wash,Beauty,3,179,5,8.95,170.05,510.15,510.15,2023-01-23,Delivered
ITEM001135,ORD00640,CUST0141,P008,Redmi Smart TV 32,Electronics,1,15999,0,0.0,15999.0,15999.0,15999.0,2024-04-23,Delivered
ITEM001136,ORD00641,CUST0075,P047,Dabur Chyawanprash 1kg,Health,1,349,0,0.0,349.0,349.0,349.0,2025-08-06,Delivered
ITEM001137,ORD00642,CUST0043,P045,Bosch Car Wiper Blade,Automotive,2,499,5,24.95,474.05,948.1,948.1,2025-05-14,Delivered
ITEM001138,ORD00643,CUST0986,P024,Camlin Color Kit,Books,2,349,0,0.0,349.0,698.0,698.0,2024-03-13,Delivered
ITEM001139,ORD00644,CUST1000,P029,Lakme 9to5 Foundation,Beauty,3,549,0,0.0,549.0,1647.0,1647.0,2025-08-04,Cancelled
ITEM001140,ORD00644,CUST1000,P014,HRX Sports Tracksuit,Clothing,1,1799,0,0.0,1799.0,1799.0,1799.0,2025-08-04,Cancelled
ITEM001141,ORD00644,CUST1000,P005,HP 15s Laptop,Electronics,3,45999,0,0.0,45999.0,137997.0,137997.0,2025-08-04,Cancelled
ITEM001142,ORD00644,CUST1000,P044,Pepperfry Wall Clock,Furniture,1,599,0,0.0,599.0,599.0,599.0,2025-08-04,Cancelled
ITEM001143,ORD00645,CUST0364,P046,Turtle Wax Car Polish,Automotive,1,399,5,19.95,379.05,379.05,379.05,2025-09-04,Delivered
ITEM001144,ORD00645,CUST0364,P017,Milton Thermosteel Flask,Home & Kitchen,3,699,5,34.95,664.05,1992.15,1992.15,2025-09-04,Delivered
ITEM001145,ORD00645,CUST0364,P006,Lenovo IdeaPad Slim,Electronics,1,38999,5,1949.95,37049.05,37049.05,37049.05,2025-09-04,Delivered
ITEM001146,ORD00646,CUST0220,P021,Data Science Handbook,Books,1,899,5,44.95,854.05,854.05,854.05,2025-12-16,Delivered
ITEM001147,ORD00647,CUST0794,P042,Fisher Price Baby Gym,Toys,1,1799,10,179.9,1619.1,1619.1,1619.1,2024-10-11,Delivered
ITEM001148,ORD00647,CUST0794,P004,Zebronics Zeb-County,Electronics,2,799,10,79.9,719.1,1438.2,1438.2,2024-10-11,Delivered
ITEM001149,ORD00647,CUST0794,P035,Amul Butter 500g,Grocery,1,275,10,27.5,247.5,247.5,247.5,2024-10-11,Delivered
ITEM001150,ORD00648,CUST0309,P008,Redmi Smart TV 32,Electronics,1,15999,10,1599.9,14399.1,14399.1,0.0,2024-01-11,Returned
ITEM001151,ORD00649,CUST0881,P032,Park Avenue Deo Combo,Beauty,2,399,0,0.0,399.0,798.0,798.0,2025-11-01,Delivered
ITEM001152,ORD00649,CUST0881,P026,Nivia Football Size 5,Sports,1,899,0,0.0,899.0,899.0,899.0,2025-11-01,Delivered
ITEM001153,ORD00650,CUST0696,P007,Fire-Boltt Ninja Watch,Electronics,1,1999,5,99.95,1899.05,1899.05,0.0,2023-11-15,Returned
ITEM001154,ORD00651,CUST0442,P008,Redmi Smart TV 32,Electronics,1,15999,0,0.0,15999.0,15999.0,15999.0,2023-10-21,Delivered
ITEM001155,ORD00651,CUST0442,P007,Fire-Boltt Ninja Watch,Electronics,1,1999,0,0.0,1999.0,1999.0,1999.0,2023-10-21,Delivered
ITEM001156,ORD00651,CUST0442,P044,Pepperfry Wall Clock,Furniture,1,599,0,0.0,599.0,599.0,599.0,2023-10-21,Delivered
ITEM001157,ORD00652,CUST0729,P034,Aashirvaad Atta 5kg,Grocery,1,249,5,12.45,236.55,236.55,236.55,2024-11-15,Delivered
ITEM001158,ORD00653,CUST0256,P030,Dove Body Lotion 400ml,Beauty,1,299,10,29.9,269.1,269.1,269.1,2024-02-16,Processing
ITEM001159,ORD00653,CUST0256,P011,W Women Kurta Set,Clothing,1,1599,10,159.9,1439.1,1439.1,1439.1,2024-02-16,Processing
ITEM001160,ORD00654,CUST0229,P038,Bata Men Formal Shoes,Footwear,1,1999,10,199.9,1799.1,1799.1,1799.1,2023-05-05,Cancelled
ITEM001161,ORD00655,CUST0355,P028,Prokyde Badminton Racket,Sports,1,599,20,119.8,479.2,479.2,479.2,2024-01-03,Shipped
ITEM001162,ORD00655,CUST0355,P017,Milton Thermosteel Flask,Home & Kitchen,1,699,20,139.8,559.2,559.2,559.2,2024-01-03,Shipped
ITEM001163,ORD00655,CUST0355,P001,Samsung Galaxy M34,Electronics,2,18999,20,3799.8,15199.2,30398.4,30398.4,2024-01-03,Shipped
ITEM001164,ORD00655,CUST0355,P002,Realme Narzo 60,Electronics,1,12999,20,2599.8,10399.2,10399.2,10399.2,2024-01-03,Shipped
ITEM001165,ORD00656,CUST0659,P021,Data Science Handbook,Books,2,899,5,44.95,854.05,1708.1,1708.1,2025-08-04,Delivered
ITEM001166,ORD00656,CUST0659,P019,Bajaj Room Heater,Home & Kitchen,2,1599,5,79.95,1519.05,3038.1,3038.1,2025-08-04,Delivered
ITEM001167,ORD00657,CUST0181,P046,Turtle Wax Car Polish,Automotive,1,399,0,0.0,399.0,399.0,399.0,2025-11-03,Cancelled
ITEM001168,ORD00657,CUST0181,P029,Lakme 9to5 Foundation,Beauty,3,549,0,0.0,549.0,1647.0,1647.0,2025-11-03,Cancelled
ITEM001169,ORD00658,CUST0567,P005,HP 15s Laptop,Electronics,2,45999,0,0.0,45999.0,91998.0,91998.0,2025-12-25,Delivered
ITEM001170,ORD00658,CUST0567,P008,Redmi Smart TV 32,Electronics,1,15999,0,0.0,15999.0,15999.0,15999.0,2025-12-25,Delivered
ITEM001171,ORD00658,CUST0567,P027,Boldfit Yoga Mat,Sports,2,799,0,0.0,799.0,1598.0,1598.0,2025-12-25,Delivered
ITEM001172,ORD00659,CUST0374,P043,Nilkamal Plastic Chair,Furniture,2,899,5,44.95,854.05,1708.1,1708.1,2023-12-05,Delivered
ITEM001173,ORD00660,CUST0327,P008,Redmi Smart TV 32,Electronics,1,15999,0,0.0,15999.0,15999.0,15999.0,2023-06-19,Delivered
ITEM001174,ORD00660,CUST0327,P017,Milton Thermosteel Flask,Home & Kitchen,1,699,0,0.0,699.0,699.0,699.0,2023-06-19,Delivered
ITEM001175,ORD00660,CUST0327,P031,Himalaya Face Wash,Beauty,1,179,0,0.0,179.0,179.0,179.0,2023-06-19,Delivered
ITEM001176,ORD00661,CUST0243,P018,Cello Plastic Storage Set,Home & Kitchen,3,499,20,99.8,399.2,1197.6,1197.6,2025-11-21,Shipped
ITEM001177,ORD00662,CUST0368,P009,Allen Solly Men Shirt,Clothing,3,1299,0,0.0,1299.0,3897.0,3897.0,2024-04-10,Delivered
ITEM001178,ORD00662,CUST0368,P015,Prestige Pressure Cooker 5L,Home & Kitchen,1,1899,0,0.0,1899.0,1899.0,1899.0,2024-04-10,Delivered
ITEM001179,ORD00663,CUST0704,P019,Bajaj Room Heater,Home & Kitchen,1,1599,0,0.0,1599.0,1599.0,1599.0,2025-04-19,Delivered
ITEM001180,ORD00664,CUST0945,P006,Lenovo IdeaPad Slim,Electronics,1,38999,10,3899.9,35099.1,35099.1,35099.1,2024-11-19,Delivered
ITEM001181,ORD00665,CUST0058,P026,Nivia Football Size 5,Sports,1,899,15,134.85,764.15,764.15,764.15,2025-11-26,Delivered
ITEM001182,ORD00665,CUST0058,P004,Zebronics Zeb-County,Electronics,2,799,15,119.85,679.15,1358.3,1358.3,2025-11-26,Delivered
ITEM001183,ORD00666,CUST0584,P023,Classmate Notebook Pack,Books,2,199,0,0.0,199.0,398.0,398.0,2024-07-15,Processing
ITEM001184,ORD00666,CUST0584,P007,Fire-Boltt Ninja Watch,Electronics,1,1999,0,0.0,1999.0,1999.0,1999.0,2024-07-15,Processing
ITEM001185,ORD00666,CUST0584,P041,Funskool Lego Set,Toys,1,999,0,0.0,999.0,999.0,999.0,2024-07-15,Processing
ITEM001186,ORD00667,CUST0314,P028,Prokyde Badminton Racket,Sports,1,599,0,0.0,599.0,599.0,599.0,2024-08-20,Delivered
ITEM001187,ORD00667,CUST0314,P026,Nivia Football Size 5,Sports,2,899,0,0.0,899.0,1798.0,1798.0,2024-08-20,Delivered
ITEM001188,ORD00667,CUST0314,P021,Data Science Handbook,Books,1,899,0,0.0,899.0,899.0,899.0,2024-08-20,Delivered
ITEM001189,ORD00668,CUST0932,P021,Data Science Handbook,Books,1,899,10,89.9,809.1,809.1,809.1,2024-10-10,Delivered
ITEM001190,ORD00669,CUST0883,P007,Fire-Boltt Ninja Watch,Electronics,2,1999,0,0.0,1999.0,3998.0,3998.0,2024-10-27,Cancelled
ITEM001191,ORD00669,CUST0883,P028,Prokyde Badminton Racket,Sports,1,599,0,0.0,599.0,599.0,599.0,2024-10-27,Cancelled
ITEM001192,ORD00669,CUST0883,P049,Omron BP Monitor,Health,1,1999,0,0.0,1999.0,1999.0,1999.0,2024-10-27,Cancelled
ITEM001193,ORD00670,CUST0515,P050,Dettol Hand Sanitizer 500ml,Health,1,199,0,0.0,199.0,199.0,199.0,2024-12-27,Cancelled
ITEM001194,ORD00671,CUST0776,P007,Fire-Boltt Ninja Watch,Electronics,1,1999,25,499.75,1499.25,1499.25,1499.25,2023-10-28,Cancelled
ITEM001195,ORD00671,CUST0776,P045,Bosch Car Wiper Blade,Automotive,3,499,25,124.75,374.25,1122.75,1122.75,2023-10-28,Cancelled
ITEM001196,ORD00671,CUST0776,P014,HRX Sports Tracksuit,Clothing,1,1799,25,449.75,1349.25,1349.25,1349.25,2023-10-28,Cancelled
ITEM001197,ORD00672,CUST0020,P042,Fisher Price Baby Gym,Toys,1,1799,5,89.95,1709.05,1709.05,1709.05,2025-11-06,Delivered
ITEM001198,ORD00672,CUST0020,P044,Pepperfry Wall Clock,Furniture,2,599,5,29.95,569.05,1138.1,1138.1,2025-11-06,Delivered
ITEM001199,ORD00672,CUST0020,P019,Bajaj Room Heater,Home & Kitchen,2,1599,5,79.95,1519.05,3038.1,3038.1,2025-11-06,Delivered
ITEM001200,ORD00673,CUST0978,P049,Omron BP Monitor,Health,1,1999,5,99.95,1899.05,1899.05,1899.05,2025-12-13,Delivered
ITEM001201,ORD00673,CUST0978,P044,Pepperfry Wall Clock,Furniture,1,599,5,29.95,569.05,569.05,569.05,2025-12-13,Delivered
ITEM001202,ORD00674,CUST0424,P044,Pepperfry Wall Clock,Furniture,1,599,10,59.9,539.1,539.1,539.1,2025-04-13,Cancelled
ITEM001203,ORD00674,CUST0424,P003,boAt Rockerz 450,Electronics,1,1499,10,149.9,1349.1,1349.1,1349.1,2025-04-13,Cancelled
ITEM001204,ORD00675,CUST0806,P044,Pepperfry Wall Clock,Furniture,1,599,0,0.0,599.0,599.0,599.0,2025-11-23,Delivered
ITEM001205,ORD00675,CUST0806,P048,Patanjali Ashwagandha,Health,2,199,0,0.0,199.0,398.0,398.0,2025-11-23,Delivered
ITEM001206,ORD00676,CUST0788,P036,Maggi Noodles 12 Pack,Grocery,2,192,0,0.0,192.0,384.0,384.0,2024-10-05,Cancelled
ITEM001207,ORD00677,CUST0753,P001,Samsung Galaxy M34,Electronics,1,18999,5,949.95,18049.05,18049.05,18049.05,2025-01-19,Shipped
ITEM001208,ORD00677,CUST0753,P018,Cello Plastic Storage Set,Home & Kitchen,1,499,5,24.95,474.05,474.05,474.05,2025-01-19,Shipped
ITEM001209,ORD00678,CUST0654,P018,Cello Plastic Storage Set,Home & Kitchen,1,499,10,49.9,449.1,449.1,449.1,2024-12-27,Delivered
ITEM001210,ORD00678,CUST0654,P041,Funskool Lego Set,Toys,1,999,10,99.9,899.1,899.1,899.1,2024-12-27,Delivered
ITEM001211,ORD00679,CUST0039,P016,Philips HL7756 Mixer,Home & Kitchen,1,2799,0,0.0,2799.0,2799.0,2799.0,2023-04-17,Delivered
ITEM001212,ORD00680,CUST0254,P042,Fisher Price Baby Gym,Toys,2,1799,0,0.0,1799.0,3598.0,3598.0,2023-10-04,Delivered
ITEM001213,ORD00681,CUST0737,P031,Himalaya Face Wash,Beauty,2,179,10,17.9,161.1,322.2,322.2,2025-04-25,Delivered
ITEM001214,ORD00681,CUST0737,P016,Philips HL7756 Mixer,Home & Kitchen,1,2799,10,279.9,2519.1,2519.1,2519.1,2025-04-25,Delivered
ITEM001215,ORD00681,CUST0737,P028,Prokyde Badminton Racket,Sports,1,599,10,59.9,539.1,539.1,539.1,2025-04-25,Delivered
ITEM001216,ORD00682,CUST0175,P050,Dettol Hand Sanitizer 500ml,Health,1,199,5,9.95,189.05,189.05,189.05,2025-08-13,Delivered
ITEM001217,ORD00683,CUST0233,P024,Camlin Color Kit,Books,1,349,10,34.9,314.1,314.1,314.1,2023-03-21,Delivered
ITEM001218,ORD00683,CUST0233,P016,Philips HL7756 Mixer,Home & Kitchen,2,2799,10,279.9,2519.1,5038.2,5038.2,2023-03-21,Delivered
ITEM001219,ORD00683,CUST0233,P005,HP 15s Laptop,Electronics,1,45999,10,4599.9,41399.1,41399.1,41399.1,2023-03-21,Delivered
