item_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_percent,discount_amount,final_price,total_amount,revenue,order_date,order_status,order_year,order_month,order_quarter,amount_valid,is_revenue_generating,etl_processed_at,data_source
ITEM001753,ORD00982,CUST0338,P014,HRX Sports Tracksuit,Clothing,1,1799,10,179.9,1619.1,1619.1,1619.1,2023-06-20,Processing,2023,6,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001754,ORD00982,CUST0338,P042,Fisher Price Baby Gym,Toys,1,1799,10,179.9,1619.1,1619.1,1619.1,2023-06-20,Processing,2023,6,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001755,ORD00982,CUST0338,P036,Maggi Noodles 12 Pack,Grocery,2,192,10,19.2,172.8,345.6,345.6,2023-06-20,Processing,2023,6,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001756,ORD00983,CUST0767,P041,Funskool Lego Set,Toys,2,999,10,99.9,899.1,1798.2,1798.2,2025-09-11,Delivered,2025,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001757,ORD00983,CUST0767,P019,Bajaj Room Heater,Home & Kitchen,3,1599,10,159.9,1439.1,4317.3,4317.3,2025-09-11,Delivered,2025,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001758,ORD00983,CUST0767,P008,Redmi Smart TV 32,Electronics,1,15999,10,1599.9,14399.1,14399.1,14399.1,2025-09-11,Delivered,2025,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001759,ORD00984,CUST0616,P021,Data Science Handbook,Books,1,899,5,44.95,854.05,854.05,854.05,2025-10-02,Shipped,2025,10,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001760,ORD00985,CUST0570,P016,Philips HL7756 Mixer,Home & Kitchen,2,2799,0,0.0,2799.0,5598.0,5598.0,2025-05-18,Cancelled,2025,5,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001761,ORD00985,CUST0570,P046,Turtle Wax Car Polish,Automotive,2,399,0,0.0,399.0,798.0,798.0,2025-05-18,Cancelled,2025,5,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001762,ORD00986,CUST0060,P002,Realme Narzo 60,Electronics,2,12999,10,1299.9,11699.1,23398.2,23398.2,2025-05-15,Delivered,2025,5,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001763,ORD00987,CUST0612,P004,Zebronics Zeb-County,Electronics,1,799,25,199.75,599.25,599.25,599.25,2025-05-09,Cancelled,2025,5,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001764,ORD00988,CUST0425,P042,Fisher Price Baby Gym,Toys,1,1799,0,0.0,1799.0,1799.0,1799.0,2023-09-09,Delivered,2023,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001765,ORD00988,CUST0425,P046,Turtle Wax Car Polish,Automotive,1,399,0,0.0,399.0,399.0,399.0,2023-09-09,Delivered,2023,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001766,ORD00988,CUST0425,P027,Boldfit Yoga Mat,Sports,1,799,0,0.0,799.0,799.0,799.0,2023-09-09,Delivered,2023,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001767,ORD00989,CUST0452,P032,Park Avenue Deo Combo,Beauty,1,399,20,79.8,319.2,319.2,0.0,2023-11-10,Returned,2023,11,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001768,ORD00989,CUST0452,P003,boAt Rockerz 450,Electronics,2,1499,20,299.8,1199.2,2398.4,0.0,2023-11-10,Returned,2023,11,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001769,ORD00989,CUST0452,P025,Cosco Cricket Kit,Sports,1,2999,20,599.8,2399.2,2399.2,0.0,2023-11-10,Returned,2023,11,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001770,ORD00989,CUST0452,P018,Cello Plastic Storage Set,Home & Kitchen,1,499,20,99.8,399.2,399.2,0.0,2023-11-10,Returned,2023,11,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001771,ORD00990,CUST0501,P019,Bajaj Room Heater,Home & Kitchen,2,1599,0,0.0,1599.0,3198.0,3198.0,2023-08-01,Delivered,2023,8,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001772,ORD00990,CUST0501,P030,Dove Body Lotion 400ml,Beauty,3,299,0,0.0,299.0,897.0,897.0,2023-08-01,Delivered,2023,8,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001773,ORD00991,CUST0955,P021,Data Science Handbook,Books,1,899,0,0.0,899.0,899.0,899.0,2024-09-19,Delivered,2024,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001774,ORD00991,CUST0955,P048,Patanjali Ashwagandha,Health,1,199,0,0.0,199.0,199.0,199.0,2024-09-19,Delivered,2024,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001775,ORD00992,CUST0678,P001,Samsung Galaxy M34,Electronics,1,18999,0,0.0,18999.0,18999.0,18999.0,2023-02-25,Delivered,2023,2,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001776,ORD00993,CUST0672,P037,Bru Gold Coffee 200g,Grocery,1,299,10,29.9,269.1,269.1,269.1,2025-04-21,Delivered,2025,4,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001777,ORD00993,CUST0672,P002,Realme Narzo 60,Electronics,1,12999,10,1299.9,11699.1,11699.1,11699.1,2025-04-21,Delivered,2025,4,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001778,ORD00994,CUST0878,P008,Redmi Smart TV 32,Electronics,3,15999,15,2399.85,13599.15,40797.45,40797.45,2024-08-11,Delivered,2024,8,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001779,ORD00995,CUST0757,P050,Dettol Hand Sanitizer 500ml,Health,1,199,10,19.9,179.1,179.1,0.0,2025-12-01,Returned,2025,12,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001780,ORD00996,CUST0175,P004,Zebronics Zeb-County,Electronics,1,799,5,39.95,759.05,759.05,759.05,2023-01-04,Delivered,2023,1,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001781,ORD00996,CUST0175,P008,Redmi Smart TV 32,Electronics,3,15999,5,799.95,15199.05,45597.15,45597.15,2023-01-04,Delivered,2023,1,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001782,ORD00996,CUST0175,P040,Catwalk Women Heels,Footwear,3,1499,5,74.95,1424.05,4272.15,4272.15,2023-01-04,Delivered,2023,1,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001783,ORD00997,CUST0669,P031,Himalaya Face Wash,Beauty,1,179,0,0.0,179.0,179.0,179.0,2024-04-27,Delivered,2024,4,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001784,ORD00998,CUST0118,P050,Dettol Hand Sanitizer 500ml,Health,1,199,0,0.0,199.0,199.0,199.0,2024-03-26,Delivered,2024,3,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001785,ORD00998,CUST0118,P001,Samsung Galaxy M34,Electronics,1,18999,0,0.0,18999.0,18999.0,18999.0,2024-03-26,Delivered,2024,3,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001786,ORD00999,CUST0288,P025,Cosco Cricket Kit,Sports,1,2999,0,0.0,2999.0,2999.0,2999.0,2025-08-20,Delivered,2025,8,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001787,ORD01000,CUST0065,P021,Data Science Handbook,Books,2,899,10,89.9,809.1,1618.2,1618.2,2023-12-20,Delivered,2023,12,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001788,ORD01001,CUST0359,P023,Classmate Notebook Pack,Books,1,199,0,0.0,199.0,199.0,199.0,2024-08-12,Delivered,2024,8,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001789,ORD01002,CUST0687,P024,Camlin Color Kit,Books,1,349,10,34.9,314.1,314.1,314.1,2025-03-21,Shipped,2025,3,1,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001790,ORD01003,CUST0920,P024,Camlin Color Kit,Books,1,349,5,17.45,331.55,331.55,331.55,2025-09-21,Delivered,2025,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001791,ORD01003,CUST0920,P005,HP 15s Laptop,Electronics,1,45999,5,2299.95,43699.05,43699.05,43699.05,2025-09-21,Delivered,2025,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001792,ORD01003,CUST0920,P021,Data Science Handbook,Books,1,899,5,44.95,854.05,854.05,854.05,2025-09-21,Delivered,2025,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001793,ORD01003,CUST0920,P004,Zebronics Zeb-County,Electronics,1,799,5,39.95,759.05,759.05,759.05,2025-09-21,Delivered,2025,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001794,ORD01004,CUST0943,P036,Maggi Noodles 12 Pack,Grocery,1,192,5,9.6,182.4,182.4,182.4,2025-11-20,Delivered,2025,11,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001795,ORD01004,CUST0943,P033,Tata Salt 1kg,Grocery,3,28,5,1.4,26.6,79.8,79.8,2025-11-20,Delivered,2025,11,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001796,ORD01004,CUST0943,P031,Himalaya Face Wash,Beauty,1,179,5,8.95,170.05,170.05,170.05,2025-11-20,Delivered,2025,11,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001797,ORD01005,CUST0178,P008,Redmi Smart TV 32,Electronics,3,15999,0,0.0,15999.0,47997.0,47997.0,2024-04-08,Cancelled,2024,4,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001798,ORD01005,CUST0178,P014,HRX Sports Tracksuit,Clothing,1,1799,0,0.0,1799.0,1799.0,1799.0,2024-04-08,Cancelled,2024,4,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001799,ORD01006,CUST0572,P034,Aashirvaad Atta 5kg,Grocery,1,249,0,0.0,249.0,249.0,249.0,2025-08-04,Cancelled,2025,8,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001800,ORD01006,CUST0572,P041,Funskool Lego Set,Toys,1,999,0,0.0,999.0,999.0,999.0,2025-08-04,Cancelled,2025,8,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001801,ORD01007,CUST0846,P006,Lenovo IdeaPad Slim,Electronics,2,38999,10,3899.9,35099.1,70198.2,70198.2,2024-06-17,Delivered,2024,6,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001802,ORD01008,CUST1000,P002,Realme Narzo 60,Electronics,3,12999,10,1299.9,11699.1,35097.3,35097.3,2024-08-19,Delivered,2024,8,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001803,ORD01009,CUST0819,P001,Samsung Galaxy M34,Electronics,1,18999,5,949.95,18049.05,18049.05,18049.05,2025-10-20,Delivered,2025,10,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001804,ORD01009,CUST0819,P032,Park Avenue Deo Combo,Beauty,1,399,5,19.95,379.05,379.05,379.05,2025-10-20,Delivered,2025,10,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001805,ORD01009,CUST0819,P017,Milton Thermosteel Flask,Home & Kitchen,1,699,5,34.95,664.05,664.05,664.05,2025-10-20,Delivered,2025,10,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001806,ORD01010,CUST0525,P005,HP 15s Laptop,Electronics,1,45999,0,0.0,45999.0,45999.0,0.0,2024-07-05,Returned,2024,7,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001807,ORD01010,CUST0525,P022,Python Crash Course,Books,2,699,0,0.0,699.0,1398.0,0.0,2024-07-05,Returned,2024,7,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001808,ORD01010,CUST0525,P028,Prokyde Badminton Racket,Sports,1,599,0,0.0,599.0,599.0,0.0,2024-07-05,Returned,2024,7,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001809,ORD01010,CUST0525,P038,Bata Men Formal Shoes,Footwear,2,1999,0,0.0,1999.0,3998.0,0.0,2024-07-05,Returned,2024,7,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001810,ORD01011,CUST0690,P045,Bosch Car Wiper Blade,Automotive,1,499,15,74.85,424.15,424.15,424.15,2024-04-06,Cancelled,2024,4,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001811,ORD01012,CUST0423,P025,Cosco Cricket Kit,Sports,1,2999,10,299.9,2699.1,2699.1,2699.1,2023-08-28,Delivered,2023,8,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001812,ORD01012,CUST0423,P036,Maggi Noodles 12 Pack,Grocery,3,192,10,19.2,172.8,518.4,518.4,2023-08-28,Delivered,2023,8,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001813,ORD01013,CUST0182,P015,Prestige Pressure Cooker 5L,Home & Kitchen,1,1899,10,189.9,1709.1,1709.1,1709.1,2024-02-17,Delivered,2024,2,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001814,ORD01014,CUST0023,P013,Jockey Men T-Shirt,Clothing,3,599,10,59.9,539.1,1617.3,0.0,2025-09-04,Returned,2025,9,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001815,ORD01014,CUST0023,P003,boAt Rockerz 450,Electronics,1,1499,10,149.9,1349.1,1349.1,0.0,2025-09-04,Returned,2025,9,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001816,ORD01014,CUST0023,P037,Bru Gold Coffee 200g,Grocery,1,299,10,29.9,269.1,269.1,0.0,2025-09-04,Returned,2025,9,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001817,ORD01015,CUST0488,P004,Zebronics Zeb-County,Electronics,1,799,5,39.95,759.05,759.05,759.05,2025-10-02,Delivered,2025,10,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001818,ORD01016,CUST0588,P027,Boldfit Yoga Mat,Sports,1,799,0,0.0,799.0,799.0,799.0,2024-07-27,Delivered,2024,7,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001819,ORD01017,CUST0183,P029,Lakme 9to5 Foundation,Beauty,1,549,0,0.0,549.0,549.0,0.0,2025-04-27,Returned,2025,4,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001820,ORD01017,CUST0183,P006,Lenovo IdeaPad Slim,Electronics,2,38999,0,0.0,38999.0,77998.0,0.0,2025-04-27,Returned,2025,4,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001821,ORD01017,CUST0183,P010,Levis Men Jeans 511,Clothing,1,2499,0,0.0,2499.0,2499.0,0.0,2025-04-27,Returned,2025,4,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001822,ORD01018,CUST0589,P040,Catwalk Women Heels,Footwear,2,1499,0,0.0,1499.0,2998.0,2998.0,2024-06-13,Delivered,2024,6,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001823,ORD01019,CUST0567,P009,Allen Solly Men Shirt,Clothing,1,1299,0,0.0,1299.0,1299.0,1299.0,2023-12-10,Delivered,2023,12,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001824,ORD01019,CUST0567,P042,Fisher Price Baby Gym,Toys,3,1799,0,0.0,1799.0,5397.0,5397.0,2023-12-10,Delivered,2023,12,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001825,ORD01020,CUST0732,P015,Prestige Pressure Cooker 5L,Home & Kitchen,2,1899,15,284.85,1614.15,3228.3,3228.3,2025-09-14,Delivered,2025,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001826,ORD01021,CUST0374,P019,Bajaj Room Heater,Home & Kitchen,2,1599,0,0.0,1599.0,3198.0,3198.0,2025-03-24,Delivered,2025,3,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001827,ORD01022,CUST0004,P014,HRX Sports Tracksuit,Clothing,3,1799,0,0.0,1799.0,5397.0,5397.0,2023-10-10,Delivered,2023,10,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001828,ORD01023,CUST0062,P045,Bosch Car Wiper Blade,Automotive,1,499,5,24.95,474.05,474.05,474.05,2024-12-09,Processing,2024,12,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001829,ORD01024,CUST0780,P048,Patanjali Ashwagandha,Health,1,199,5,9.95,189.05,189.05,189.05,2023-03-27,Delivered,2023,3,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001830,ORD01024,CUST0780,P021,Data Science Handbook,Books,1,899,5,44.95,854.05,854.05,854.05,2023-03-27,Delivered,2023,3,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001831,ORD01025,CUST0593,P024,Camlin Color Kit,Books,1,349,0,0.0,349.0,349.0,0.0,2024-12-26,Returned,2024,12,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001832,ORD01025,CUST0593,P027,Boldfit Yoga Mat,Sports,1,799,0,0.0,799.0,799.0,0.0,2024-12-26,Returned,2024,12,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001833,ORD01026,CUST0881,P035,Amul Butter 500g,Grocery,1,275,5,13.75,261.25,261.25,261.25,2025-04-19,Delivered,2025,4,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001834,ORD01027,CUST0673,P019,Bajaj Room Heater,Home & Kitchen,2,1599,0,0.0,1599.0,3198.0,3198.0,2023-05-23,Delivered,2023,5,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001835,ORD01027,CUST0673,P025,Cosco Cricket Kit,Sports,3,2999,0,0.0,2999.0,8997.0,8997.0,2023-05-23,Delivered,2023,5,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001836,ORD01027,CUST0673,P045,Bosch Car Wiper Blade,Automotive,1,499,0,0.0,499.0,499.0,499.0,2023-05-23,Delivered,2023,5,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001837,ORD01027,CUST0673,P015,Prestige Pressure Cooker 5L,Home & Kitchen,1,1899,0,0.0,1899.0,1899.0,1899.0,2023-05-23,Delivered,2023,5,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001838,ORD01028,CUST0825,P031,Himalaya Face Wash,Beauty,2,179,0,0.0,179.0,358.0,358.0,2025-11-24,Delivered,2025,11,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001839,ORD01028,CUST0825,P027,Boldfit Yoga Mat,Sports,1,799,0,0.0,799.0,799.0,799.0,2025-11-24,Delivered,2025,11,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001840,ORD01029,CUST0185,P003,boAt Rockerz 450,Electronics,1,1499,5,74.95,1424.05,1424.05,1424.05,2025-11-11,Delivered,2025,11,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001841,ORD01029,CUST0185,P009,Allen Solly Men Shirt,Clothing,1,1299,5,64.95,1234.05,1234.05,1234.05,2025-11-11,Delivered,2025,11,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001842,ORD01030,CUST0120,P014,HRX Sports Tracksuit,Clothing,1,1799,0,0.0,1799.0,1799.0,1799.0,2025-08-23,Processing,2025,8,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001843,ORD01030,CUST0120,P016,Philips HL7756 Mixer,Home & Kitchen,1,2799,0,0.0,2799.0,2799.0,2799.0,2025-08-23,Processing,2025,8,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001844,ORD01030,CUST0120,P015,Prestige Pressure Cooker 5L,Home & Kitchen,2,1899,0,0.0,1899.0,3798.0,3798.0,2025-08-23,Processing,2025,8,3,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001845,ORD01031,CUST0445,P037,Bru Gold Coffee 200g,Grocery,1,299,10,29.9,269.1,269.1,269.1,2025-12-11,Delivered,2025,12,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001846,ORD01032,CUST0855,P021,Data Science Handbook,Books,1,899,0,0.0,899.0,899.0,899.0,2024-01-01,Delivered,2024,1,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001847,ORD01032,CUST0855,P002,Realme Narzo 60,Electronics,2,12999,0,0.0,12999.0,25998.0,25998.0,2024-01-01,Delivered,2024,1,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001848,ORD01033,CUST0266,P002,Realme Narzo 60,Electronics,1,12999,10,1299.9,11699.1,11699.1,11699.1,2024-10-05,Cancelled,2024,10,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001849,ORD01034,CUST0055,P020,Hawkins Futura Pan Set,Home & Kitchen,1,1299,5,64.95,1234.05,1234.05,1234.05,2025-04-17,Delivered,2025,4,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001850,ORD01035,CUST0199,P028,Prokyde Badminton Racket,Sports,1,599,0,0.0,599.0,599.0,599.0,2023-09-06,Delivered,2023,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001851,ORD01035,CUST0199,P025,Cosco Cricket Kit,Sports,1,2999,0,0.0,2999.0,2999.0,2999.0,2023-09-06,Delivered,2023,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001852,ORD01035,CUST0199,P033,Tata Salt 1kg,Grocery,1,28,0,0.0,28.0,28.0,28.0,2023-09-06,Delivered,2023,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001853,ORD01036,CUST0592,P003,boAt Rockerz 450,Electronics,2,1499,20,299.8,1199.2,2398.4,2398.4,2024-09-16,Delivered,2024,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001854,ORD01037,CUST0263,P031,Himalaya Face Wash,Beauty,2,179,5,8.95,170.05,340.1,340.1,2024-04-16,Delivered,2024,4,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001855,ORD01038,CUST0179,P028,Prokyde Badminton Racket,Sports,1,599,15,89.85,509.15,509.15,509.15,2023-08-04,Delivered,2023,8,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001856,ORD01038,CUST0179,P013,Jockey Men T-Shirt,Clothing,1,599,15,89.85,509.15,509.15,509.15,2023-08-04,Delivered,2023,8,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001857,ORD01039,CUST0462,P032,Park Avenue Deo Combo,Beauty,1,399,10,39.9,359.1,359.1,359.1,2023-07-11,Delivered,2023,7,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001858,ORD01040,CUST0370,P036,Maggi Noodles 12 Pack,Grocery,2,192,5,9.6,182.4,364.8,364.8,2024-11-26,Delivered,2024,11,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001859,ORD01041,CUST0573,P010,Levis Men Jeans 511,Clothing,1,2499,0,0.0,2499.0,2499.0,2499.0,2023-05-28,Cancelled,2023,5,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001860,ORD01041,CUST0573,P013,Jockey Men T-Shirt,Clothing,1,599,0,0.0,599.0,599.0,599.0,2023-05-28,Cancelled,2023,5,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001861,ORD01041,CUST0573,P003,boAt Rockerz 450,Electronics,2,1499,0,0.0,1499.0,2998.0,2998.0,2023-05-28,Cancelled,2023,5,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001862,ORD01041,CUST0573,P037,Bru Gold Coffee 200g,Grocery,1,299,0,0.0,299.0,299.0,299.0,2023-05-28,Cancelled,2023,5,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001863,ORD01042,CUST0513,P030,Dove Body Lotion 400ml,Beauty,1,299,0,0.0,299.0,299.0,299.0,2024-06-15,Processing,2024,6,2,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001864,ORD01043,CUST0795,P030,Dove Body Lotion 400ml,Beauty,1,299,0,0.0,299.0,299.0,299.0,2024-10-27,Delivered,2024,10,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001865,ORD01043,CUST0795,P024,Camlin Color Kit,Books,1,349,0,0.0,349.0,349.0,349.0,2024-10-27,Delivered,2024,10,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001866,ORD01044,CUST0990,P007,Fire-Boltt Ninja Watch,Electronics,1,1999,10,199.9,1799.1,1799.1,1799.1,2023-03-21,Delivered,2023,3,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001867,ORD01045,CUST0256,P041,Funskool Lego Set,Toys,2,999,10,99.9,899.1,1798.2,1798.2,2023-09-24,Delivered,2023,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001868,ORD01045,CUST0256,P042,Fisher Price Baby Gym,Toys,1,1799,10,179.9,1619.1,1619.1,1619.1,2023-09-24,Delivered,2023,9,3,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001869,ORD01046,CUST0461,P030,Dove Body Lotion 400ml,Beauty,1,299,5,14.95,284.05,284.05,284.05,2025-12-18,Delivered,2025,12,4,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001870,ORD01047,CUST0413,P012,Biba Anarkali Suit,Clothing,2,2199,10,219.9,1979.1,3958.2,3958.2,2023-04-18,Delivered,2023,4,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001871,ORD01047,CUST0413,P033,Tata Salt 1kg,Grocery,1,28,10,2.8,25.2,25.2,25.2,2023-04-18,Delivered,2023,4,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001872,ORD01047,CUST0413,P042,Fisher Price Baby Gym,Toys,1,1799,10,179.9,1619.1,1619.1,1619.1,2023-04-18,Delivered,2023,4,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001873,ORD01047,CUST0413,P005,HP 15s Laptop,Electronics,1,45999,10,4599.9,41399.1,41399.1,41399.1,2023-04-18,Delivered,2023,4,2,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001874,ORD01048,CUST0359,P026,Nivia Football Size 5,Sports,2,899,5,44.95,854.05,1708.1,1708.1,2024-12-07,Processing,2024,12,4,True,False,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001875,ORD01049,CUST0329,P034,Aashirvaad Atta 5kg,Grocery,2,249,15,37.35,211.65,423.3,423.3,2025-01-04,Delivered,2025,1,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
ITEM001876,ORD01049,CUST0329,P005,HP 15s Laptop,Electronics,1,45999,15,6899.85,39099.15,39099.15,39099.15,2025-01-04,Delivered,2025,1,1,True,True,2026-03-18 15:34:42,CHANAKYA_RAW
